anomaly/abuse/UCF_000023.pt,1275.0,1360.0,-1.0,-1.0
anomaly/abuse/UCF_000122.pt,165.0,240.0,-1.0,-1.1
anomaly/arrest/UCF_000041.pt,5535.0,7200.0,-1.0,-1.0
anomaly/arrest/UCF_000044.pt,1185.0,1485.0,-1.0,-1.0
anomaly/arrest/UCF_000049.pt,7215.0,10335.0,-1.0,-1.0
anomaly/arrest/UCF_000074.pt,1005.0,3105.0,-1.0,-1.0
anomaly/arrest/UCF_000119.pt,1530.0,2160.0,-1.0,-1.0
anomaly/arson/UCF_000021.pt,1000.0,1796.0,-1.0,-1.0
anomaly/arson/UCF_000052.pt,270.0,600.0,-1.0,-1.0
anomaly/arson/UCF_000053.pt,150.0,420.0,680.0,1267.0
anomaly/arson/UCF_000058.pt,2130.0,3615.0,-1.0,-1.0
anomaly/arson/UCF_000078.pt,3500.0,4000.0,-1.0,-1.0
anomaly/arson/UCF_000079.pt,885.0,1230.0,-1.0,-1.0
anomaly/arson/UCF_000087.pt,600.0,900.0,-1.0,-1.0
anomaly/arson/UCF_000104.pt,220.0,315.0,-1.0,-1.0
anomaly/arson/UCF_000124.pt,2250.0,5700.0,-1.0,-1.0
anomaly/assault/UCF_000024.pt,11330.0,11680.0,12260.0,12930.0
anomaly/assault/UCF_000082.pt,375.0,960.0,-1.0,-1.0
anomaly/bagexchange/IITB_000005.pt,311.0,664.0,-1.0,-1.0
anomaly/bagexchange/IITB_000016.pt,598.0,2445.0,-1.0,-1.0
anomaly/bagexchange/IITB_000024.pt,488.0,2599.0,-1.0,-1.0
anomaly/bagexchange/IITB_000039.pt,204.0,1210.0,-1.0,-1.0
anomaly/bagexchange/IITB_000040.pt,413.0,1904.0,-1.0,-1.0
anomaly/bagexchange/IITB_000049.pt,278.0,681.0,737.0,770.0
anomaly/burglary/UCF_000000.pt,240.0,420.0,-1.0,-1.0
anomaly/burglary/UCF_000010.pt,60.0,1230.0,-1.0,-1.0
anomaly/burglary/UCF_000029.pt,7750.0,10710.0,-1.0,-1.0
anomaly/burglary/UCF_000031.pt,60.0,200.0,840.0,1340.0
anomaly/burglary/UCF_000035.pt,240.0,390.0,540.0,1800.0
anomaly/burglary/UCF_000046.pt,150.0,600.0,-1.0,-1.0
anomaly/burglary/UCF_000084.pt,4200.0,5700.0,-1.0,-1.0
anomaly/burglary/UCF_000088.pt,1.0,1740.0,-1.0,-1.0
anomaly/burglary/UCF_000095.pt,4710.0,5040.0,-1.0,-1.0
anomaly/burglary/UCF_000109.pt,60.0,330.0,-1.0,-1.0
anomaly/burglary/UCF_000110.pt,1590.0,4300.0,-1.0,-1.0
anomaly/burglary/UCF_000114.pt,720.0,1050.0,-1.0,-1.0
anomaly/burglary/UCF_000121.pt,1290.0,3690.0,-1.0,-1.0
anomaly/chasing/IITB_000001.pt,35.0,409.0,584.0,906.0
anomaly/chasing/IITB_000003.pt,240.0,448.0,-1.0,-1.0
anomaly/chasing/IITB_000017.pt,266.0,375.0,489.0,1065.0
anomaly/chasing/IITB_000022.pt,26.0,248.0,-1.0,-1.0
anomaly/chasing/IITB_000025.pt,269.0,564.0,-1.0,-1.0
anomaly/chasing/IITB_000026.pt,170.0,539.0,-1.0,-1.0
anomaly/chasing/IITB_000036.pt,132.0,381.0,-1.0,-1.0
anomaly/chasing/IITB_000041.pt,279.0,617.0,-1.0,-1.0
anomaly/chasing/IITB_000045.pt,-1.0,-1.0,-1.0,-1.0
anomaly/cycling/IITB_000006.pt,539.0,1059.0,-1.0,-1.0
anomaly/cycling/IITB_000009.pt,272.0,643.0,-1.0,-1.0
anomaly/cycling/IITB_000010.pt,80.0,954.0,-1.0,-1.0
anomaly/cycling/IITB_000028.pt,434.0,724.0,-1.0,-1.0
anomaly/cycling/IITB_000035.pt,574.0,1101.0,-1.0,-1.0
anomaly/explosion/UCF_000008.pt,795.0,945.0,-1.0,-1.0
anomaly/explosion/UCF_000012.pt,2230.0,2420.0,-1.0,-1.0
anomaly/explosion/UCF_000013.pt,280.0,700.0,-1.0,-1.0
anomaly/explosion/UCF_000020.pt,260.0,420.0,-1.0,-1.0
anomaly/explosion/UCF_000028.pt,970.0,1350.0,1550.0,3156.0
anomaly/explosion/UCF_000045.pt,105.0,180.0,-1.0,-1.0
anomaly/explosion/UCF_000056.pt,990.0,1440.0,-1.0,-1.0
anomaly/explosion/UCF_000057.pt,75.0,225.0,-1.0,-1.0
anomaly/explosion/UCF_000059.pt,1005.0,1245.0,-1.0,-1.0
anomaly/explosion/UCF_000065.pt,1950.0,2070.0,-1.0,-1.0
anomaly/explosion/UCF_000067.pt,250.0,350.0,-1.0,-1.0
anomaly/explosion/UCF_000070.pt,60.0,270.0,-1.0,-1.0
anomaly/explosion/UCF_000075.pt,1830.0,2020.0,-1.0,-1.0
anomaly/explosion/UCF_000096.pt,285.0,1080.0,-1.0,-1.0
anomaly/explosion/UCF_000099.pt,1590.0,2280.0,-1.0,-1.0
anomaly/explosion/UCF_000111.pt,4460.0,4600.0,-1.0,-1.0
anomaly/explosion/UCF_000117.pt,2520.0,2970.0,-1.0,-1.0
anomaly/fighting/IITB_000013.pt,853.0,1425.0,-1.0,-1.0
anomaly/fighting/IITB_000015.pt,148.0,1404.0,-1.0,-1.0
anomaly/fighting/IITB_000030.pt,103.0,832.0,-1.0,-1.0
anomaly/fighting/IITB_000046.pt,132.0,1206.0,-1.0,-1.0
anomaly/fighting/UBI-FIGHT_000000.pt,1100.0,1382.0,-1.0,-1.0
